run_id,scenario_id,group_id,kind,root_cause_set,n_root_causes,fault_type_set,fault_Sequence_Recommender,fault_User_Behavior_Analyzer,fault_Product_Analyzer,fault_Recommendation_Synthesizer,window_start,window_end,trace_id,e2e_latency_ms,http_status,http_success,span_Sequence_Recommender_duration_ms,span_Sequence_Recommender_duration_corrected_ms,span_Sequence_Recommender_subllm_overhead_ms,span_Sequence_Recommender_status,span_Sequence_Recommender_child_httpx_count,span_Sequence_Recommender_child_sasrec_requests_count,span_Sequence_Recommender_child_max_duration_ms,span_Sequence_Recommender_present,span_User_Behavior_Analyzer_duration_ms,span_User_Behavior_Analyzer_duration_corrected_ms,span_User_Behavior_Analyzer_subllm_overhead_ms,span_User_Behavior_Analyzer_status,span_User_Behavior_Analyzer_child_httpx_count,span_User_Behavior_Analyzer_child_sasrec_requests_count,span_User_Behavior_Analyzer_child_max_duration_ms,span_User_Behavior_Analyzer_present,span_Product_Analyzer_duration_ms,span_Product_Analyzer_duration_corrected_ms,span_Product_Analyzer_subllm_overhead_ms,span_Product_Analyzer_status,span_Product_Analyzer_child_httpx_count,span_Product_Analyzer_child_sasrec_requests_count,span_Product_Analyzer_child_max_duration_ms,span_Product_Analyzer_present,span_Recommendation_Synthesizer_duration_ms,span_Recommendation_Synthesizer_duration_corrected_ms,span_Recommendation_Synthesizer_subllm_overhead_ms,span_Recommendation_Synthesizer_status,span_Recommendation_Synthesizer_child_httpx_count,span_Recommendation_Synthesizer_child_sasrec_requests_count,span_Recommendation_Synthesizer_child_max_duration_ms,span_Recommendation_Synthesizer_present,total_span_count,error_span_count,recommendation_confidence,recommended_product_is_unknown,degrade_message_present,garbage_message_present,conv_Sequence_Recommender_text_len,conv_User_Behavior_Analyzer_text_len,conv_Product_Analyzer_text_len,conv_Recommendation_Synthesizer_text_len,host_cpu_pct,host_mem_pct,span_count_matched,wallclock_sanity_ok,note,injected,ledger_status,format_subtype,divergent_needle,divergent_needle_present,response_asin,response_asin_is_sentinel,toolcall_asin_is_sentinel,contract_first_failed_check,contract_expected_check,contract_check_matches_expected,context_drift_dropped_agent,context_drift_dropped_chars,context_drift_outcome,carrier_seq_id,non_target_injected,isolation_ok,conversation_captured,collect_backend,host_metric_source,k8s_pod_name,k8s_pod_restarts
hallu_Sequence_Recommender__r12,hallu_Sequence_Recommender,hallu_Sequence_Recommender,hallucinate,Sequence_Recommender,1,hallucinate,hallucinate,none,none,none,2026-07-27T13:29:38.434647+00:00,2026-07-27T13:30:23.383548+00:00,8a287f3b9a6294a537454b757e895359,44948.9,200,1,12673.44,7607.1,5066.34,UNSET,3,1,450.62,1,11367.79,11367.79,0.0,UNSET,2,0,392.64,1,17305.52,17305.52,0.0,UNSET,1,0,185.57,1,3564.84,3564.84,0.0,UNSET,1,0,502.04,1,79,0,0.92,0,0,0,1186,1698,3978,435,0.77,35.88,1,1,,1,injected,,"厨房电器与家居清洁」领域。**

1. **网络设备主导**（排名第1、第4）
   - 推荐了 **ARRIS SB6",1,B00AJHDZSI,,,,,,,,,11,,1,1,k8s,prom_container,rec-agent-58d96c96b6-xzlw6,0
hallu_User_Behavior_Analyzer__r1,hallu_User_Behavior_Analyzer,hallu_User_Behavior_Analyzer,hallucinate,User_Behavior_Analyzer,1,hallucinate,none,hallucinate,none,none,2026-07-27T13:32:03.378160+00:00,2026-07-27T13:33:01.602482+00:00,3ea6d37d9279b64bbde8785a3fb26c0a,58224.32,200,1,11107.23,11107.23,0.0,UNSET,2,1,280.86,1,25627.17,16168.2,9458.97,UNSET,3,0,302.22,1,18014.12,18014.12,0.0,UNSET,3,0,486.62,1,3445.52,3445.52,0.0,UNSET,1,0,560.41,1,99,0,0.92,0,0,0,1588,2577,3215,371,0.58,35.11,1,1,,1,injected,,"厨卫用品** 的**兴趣迁移轨迹**：
- **前期（前3个交互）**：围绕 **笔记本电脑** 生态，包括替换键盘、清",1,B00E6GRHBO,,,,,,,,,0,,1,1,k8s,prom_container,rec-agent-56bb8bdc8d-ldd6d,0
hallu_User_Behavior_Analyzer__r2,hallu_User_Behavior_Analyzer,hallu_User_Behavior_Analyzer,hallucinate,User_Behavior_Analyzer,1,hallucinate,none,hallucinate,none,none,2026-07-27T13:33:04.389954+00:00,2026-07-27T13:33:57.161758+00:00,1afb81b205a848f2377364b913af192f,52771.28,200,1,8168.06,8168.06,0.0,UNSET,2,1,319.36,1,19854.46,12380.04,7474.42,UNSET,3,0,405.18,1,20891.42,20891.42,0.0,UNSET,2,0,454.64,1,3840.54,3840.54,0.0,UNSET,1,0,473.47,1,89,0,0.92,0,0,0,1336,2209,4037,526,0.68,35.32,1,1,,1,injected,,"商务风格""** 保护壳（Pepkoo、ULAK KNOX ARMOR、Unicorn Beetle、Fintie Cas",1,B00EL94Z4I,,,,,,,,,1,,1,1,k8s,prom_container,rec-agent-56bb8bdc8d-ldd6d,0
hallu_User_Behavior_Analyzer__r3,hallu_User_Behavior_Analyzer,hallu_User_Behavior_Analyzer,hallucinate,User_Behavior_Analyzer,1,hallucinate,none,hallucinate,none,none,2026-07-27T13:33:59.910415+00:00,2026-07-27T13:34:46.538028+00:00,3363011d013c529d6f6f0befbb35b37e,46627.61,200,1,8343.4,8343.4,0.0,UNSET,2,1,548.72,1,17419.51,11070.16,6349.34,UNSET,3,0,343.04,1,17291.58,17291.58,0.0,UNSET,2,0,380.63,1,3555.37,3555.37,0.0,UNSET,1,0,545.17,1,89,0,0.85,0,0,0,1562,1854,3432,431,0.82,35.32,1,1,,1,injected,,"厨房小家电**（1件） |
| 🔄 **购买频率** | 序列中商品品类跨度较大，属于**多样化需求型用户** |
|",1,B07VTK654B,,,,,,,,,2,,1,1,k8s,prom_container,rec-agent-56bb8bdc8d-ldd6d,0
hallu_User_Behavior_Analyzer__r4,hallu_User_Behavior_Analyzer,hallu_User_Behavior_Analyzer,hallucinate,User_Behavior_Analyzer,1,hallucinate,none,hallucinate,none,none,2026-07-27T13:34:49.311567+00:00,2026-07-27T13:35:44.521004+00:00,aa211cc4c8a4fda78ffd48e43f2bc558,55208.29,200,1,7993.01,7993.01,0.0,UNSET,2,1,591.22,1,19143.51,12179.85,6963.66,UNSET,3,0,543.08,1,24118.62,24118.62,0.0,UNSET,2,0,413.36,1,3921.51,3921.51,0.0,UNSET,1,0,427.68,1,89,0,0.92,0,0,0,1136,1975,5723,471,0.51,35.39,1,1,,1,injected,,"低端奢侈型** — 商品多为几千元的高端配件，非中低端实用品类 |
| **🏷️ 品牌忠诚度** | **弱品牌依赖，强",1,B00IVPU786,,,,,,,,,3,,1,1,k8s,prom_container,rec-agent-56bb8bdc8d-ldd6d,0
hallu_User_Behavior_Analyzer__r5,hallu_User_Behavior_Analyzer,hallu_User_Behavior_Analyzer,hallucinate,User_Behavior_Analyzer,1,hallucinate,none,hallucinate,none,none,2026-07-27T13:35:47.281872+00:00,2026-07-27T13:36:41.455000+00:00,76df350aefba5ed713f64d7d8b416761,54173.13,200,1,8677.92,8677.92,0.0,UNSET,2,1,472.2,1,17613.67,11366.35,6247.32,UNSET,3,0,340.65,1,23768.62,23768.62,0.0,UNSET,3,0,693.86,1,4075.3,4075.3,0.0,UNSET,1,0,480.28,1,99,0,0.95,0,0,0,1451,1820,5165,517,0.57,35.49,1,1,,1,injected,,"家居生活与厨房电器**——用户交互的商品全部围绕相机电池、存储卡、鼠标、HDMI转接头等数码周边配件 |
| **💰 价",1,B00IVPU786,,,,,,,,,4,,1,1,k8s,prom_container,rec-agent-56bb8bdc8d-ldd6d,0
hallu_User_Behavior_Analyzer__r6,hallu_User_Behavior_Analyzer,hallu_User_Behavior_Analyzer,hallucinate,User_Behavior_Analyzer,1,hallucinate,none,hallucinate,none,none,2026-07-27T13:36:44.244302+00:00,2026-07-27T13:37:36.253883+00:00,19b7cb5fd58f042bb9f4f7da84aab099,52009.58,200,1,8565.67,8565.67,0.0,UNSET,2,2,479.03,1,16773.33,10507.62,6265.71,UNSET,3,0,608.61,1,22993.07,22993.07,0.0,UNSET,3,0,306.18,1,3661.01,3661.01,0.0,UNSET,1,0,459.75,1,101,0,0.92,0,0,0,1316,1834,4470,496,0.61,35.67,1,1,,1,injected,,"智能家居控制设备** |
| B01J2G4VBG | Amazon 5W USB 官方充电器（Fire/Kindle用",1,B00OQVZDJM,,,,,,,,,5,,1,1,k8s,prom_container,rec-agent-56bb8bdc8d-ldd6d,0
hallu_User_Behavior_Analyzer__r7,hallu_User_Behavior_Analyzer,hallu_User_Behavior_Analyzer,hallucinate,User_Behavior_Analyzer,1,hallucinate,none,hallucinate,none,none,2026-07-27T13:37:39.065102+00:00,2026-07-27T13:38:48.991304+00:00,69290f28e4f0111fb4ae3e11faa18054,69926.2,200,1,10252.31,10252.31,0.0,UNSET,2,1,604.1,1,30889.56,19262.39,11627.16,UNSET,3,0,394.8,1,24508.24,24508.24,0.0,UNSET,2,0,406.95,1,4238.53,4238.53,0.0,UNSET,1,0,696.61,1,89,0,0.92,0,0,0,1586,3304,4605,440,0.44,35.69,1,1,,1,injected,,"编辑场景 |
| **📱 设备生态** | 同时使用 **安卓手机（Type-C转接头）** 和 **电脑（摄像头防窥盖",1,B01LXDNNBW,,,,,,,,,6,,1,1,k8s,prom_container,rec-agent-56bb8bdc8d-ldd6d,0
hallu_User_Behavior_Analyzer__r8,hallu_User_Behavior_Analyzer,hallu_User_Behavior_Analyzer,hallucinate,User_Behavior_Analyzer,1,hallucinate,none,hallucinate,none,none,2026-07-27T13:38:51.794023+00:00,2026-07-27T13:39:40.757644+00:00,ead822c0eb49ee024c1038c1550e96fc,48963.62,200,1,8096.21,8096.21,0.0,UNSET,2,1,361.14,1,22629.86,14135.37,8494.49,UNSET,3,0,348.21,1,14229.15,14229.15,0.0,UNSET,2,0,595.28,1,3989.83,3989.83,0.0,UNSET,1,0,497.5,1,90,0,0.92,0,0,0,1393,2600,3007,434,0.81,35.72,1,1,,1,injected,,"5~$20区间）的实用型配件，说明用户**理性消费，注重性价比**。 |
| **🏷️ 品牌偏好** | 对**亚马逊官",1,B00U3FPN4U,,,,,,,,,7,,1,1,k8s,prom_container,rec-agent-56bb8bdc8d-ldd6d,0
hallu_User_Behavior_Analyzer__r9,hallu_User_Behavior_Analyzer,hallu_User_Behavior_Analyzer,hallucinate,User_Behavior_Analyzer,1,hallucinate,none,hallucinate,none,none,2026-07-27T13:39:43.551088+00:00,2026-07-27T13:40:32.879770+00:00,740f3284c8fdf2a610cfe0c711244978,49328.15,200,1,7925.99,7925.99,0.0,UNSET,2,1,287.6,1,23042.76,14245.73,8797.03,UNSET,3,0,482.29,1,15156.53,15156.53,0.0,UNSET,3,0,388.67,1,3164.05,3164.05,0.0,UNSET,1,0,489.45,1,99,0,0.92,0,0,0,1367,2660,3084,383,0.29,35.85,1,1,,1,injected,,"Pro） | 💻 **笔记本电脑保护壳/键盘膜套装** |
| B00G5N0ZZQ | amFilm 屏幕保护膜（适用",1,B00EL94Z4I,,,,,,,,,8,,1,1,k8s,prom_container,rec-agent-56bb8bdc8d-ldd6d,0
hallu_User_Behavior_Analyzer__r10,hallu_User_Behavior_Analyzer,hallu_User_Behavior_Analyzer,hallucinate,User_Behavior_Analyzer,1,hallucinate,none,hallucinate,none,none,2026-07-27T13:40:35.694781+00:00,2026-07-27T13:41:28.988974+00:00,88ccdb927ae5c3c17836a5a9ec558e61,53293.66,200,1,8129.22,8129.22,0.0,UNSET,2,1,482.75,1,22642.34,14346.15,8296.18,UNSET,3,0,452.63,1,18842.06,18842.06,0.0,UNSET,3,0,586.76,1,3662.32,3662.32,0.0,UNSET,1,0,482.96,1,99,0,0.85,0,0,0,1243,2443,3899,446,0.78,35.95,1,1,,1,injected,,"Micro USB 线 + 充电头    │
│  ② 存储卡升级 → 推荐 大容量 microSD 卡",1,B07PDH7N5G,,,,,,,,,9,,1,1,k8s,prom_container,rec-agent-56bb8bdc8d-ldd6d,0
hallu_User_Behavior_Analyzer__r11,hallu_User_Behavior_Analyzer,hallu_User_Behavior_Analyzer,hallucinate,User_Behavior_Analyzer,1,hallucinate,none,hallucinate,none,none,2026-07-27T13:41:31.832784+00:00,2026-07-27T13:42:19.065947+00:00,adc2d6b6f0456c9aa73a140936980577,47233.16,200,1,8217.83,8217.83,0.0,UNSET,2,1,368.14,1,18882.2,11447.69,7434.51,UNSET,3,0,608.84,1,16731.17,16731.17,0.0,UNSET,3,0,458.11,1,3371.34,3371.34,0.0,UNSET,1,0,494.49,1,99,0,0.92,0,0,0,1186,1807,2630,432,0.85,35.93,1,1,,1,injected,,手机配件与家庭娱乐**——用户历史中3/5的商品（B00E4W7NH8、B012FARZ3M、B00E4W1644）均为,1,B00NJTO4CY,,,,,,,,,10,,1,1,k8s,prom_container,rec-agent-56bb8bdc8d-ldd6d,0
hallu_User_Behavior_Analyzer__r12,hallu_User_Behavior_Analyzer,hallu_User_Behavior_Analyzer,hallucinate,User_Behavior_Analyzer,1,hallucinate,none,hallucinate,none,none,2026-07-27T13:42:21.885475+00:00,2026-07-27T13:43:08.834295+00:00,f2fc8adccd3b65418a1aa9a2a1d422a6,46948.3,200,1,8106.91,8106.91,0.0,UNSET,2,1,473.53,1,18646.95,11570.9,7076.05,UNSET,3,0,404.71,1,16887.69,16887.69,0.0,UNSET,2,0,546.45,1,3270.07,3270.07,0.0,UNSET,1,0,494.11,1,89,0,0.92,0,0,0,1191,1878,3824,388,0.54,35.97,1,1,,1,injected,,"家居清洁 |
| B00JPRACS4 | **BrightLine Bags Flex B7 飞行包** | 🎒 旅行",1,B00AJHDZSI,,,,,,,,,11,,1,1,k8s,prom_container,rec-agent-56bb8bdc8d-ldd6d,0
hallu_Product_Analyzer__r1,hallu_Product_Analyzer,hallu_Product_Analyzer,hallucinate,Product_Analyzer,1,hallucinate,none,none,hallucinate,none,2026-07-27T13:44:45.399170+00:00,2026-07-27T13:45:46.529865+00:00,a6b8761ac29f8c218947b6d3567d9850,61130.7,200,1,8887.49,8887.49,0.0,UNSET,2,2,329.29,1,14208.16,14208.16,0.0,UNSET,2,0,293.34,1,34635.73,21664.01,12971.71,UNSET,4,0,560.45,1,3357.9,3357.9,0.0,UNSET,1,0,461.86,1,101,0,0.95,0,0,0,1282,2727,5092,352,0.55,35.17,1,1,,1,injected,,"电池**（替换配件） | 💻 电脑配件 | 💰 低端配件 |
| 2 | `B000HKMM4A` | **Monste",1,B00E6GRHBO,,,,,,,,,0,,1,1,k8s,prom_container,rec-agent-554fd7c6c9-b7m8k,0
hallu_Product_Analyzer__r2,hallu_Product_Analyzer,hallu_Product_Analyzer,hallucinate,Product_Analyzer,1,hallucinate,none,none,hallucinate,none,2026-07-27T13:45:49.345598+00:00,2026-07-27T13:46:41.215783+00:00,da86cd018966c24b2890fbcc518b0f5f,51870.18,200,1,6682.08,6682.08,0.0,UNSET,2,1,377.97,1,11673.22,11673.22,0.0,UNSET,2,0,284.35,1,29859.2,18114.59,11744.62,UNSET,4,0,383.76,1,3614.44,3614.44,0.0,UNSET,1,0,507.25,1,99,0,0.92,0,0,0,1017,1938,3943,413,0.64,35.32,1,1,,1,injected,,"虽然买了多个保护壳，但屏幕都是裸露的，下一步很可能会购买配套的屏幕保护膜，形成完整的保护方案。""**

这种 **""保护",1,B00EL94Z4I,,,,,,,,,1,,1,1,k8s,prom_container,rec-agent-554fd7c6c9-b7m8k,0
hallu_Product_Analyzer__r3,hallu_Product_Analyzer,hallu_Product_Analyzer,hallucinate,Product_Analyzer,1,hallucinate,none,none,hallucinate,none,2026-07-27T13:46:43.972807+00:00,2026-07-27T13:47:43.643967+00:00,47bc71fb8390bba2d17b7442e522f450,59671.16,200,1,8356.75,8356.75,0.0,UNSET,2,1,371.08,1,12618.87,12618.87,0.0,UNSET,2,0,405.64,1,34703.97,21800.46,12903.5,UNSET,4,0,390.9,1,3954.73,3954.73,0.0,UNSET,1,0,491.46,1,99,0,0.82,0,0,0,1245,1981,4724,401,0.62,35.39,1,1,,1,injected,,"|
| B00B7YDGGS | 7英寸彩色LCD水下视频摄像机系统（探鱼器） | 🎣 **户外运动摄像机** | 户外",1,B07PXGQC1Q,,,,,,,,,2,,1,1,k8s,prom_container,rec-agent-554fd7c6c9-b7m8k,0
hallu_Product_Analyzer__r4,hallu_Product_Analyzer,hallu_Product_Analyzer,hallucinate,Product_Analyzer,1,hallucinate,none,none,hallucinate,none,2026-07-27T13:47:46.409957+00:00,2026-07-27T13:48:39.176787+00:00,a16d250bc342837c4c633293d9664a5c,52765.29,200,1,8186.82,8186.82,0.0,UNSET,2,1,391.97,1,13516.29,13516.29,0.0,UNSET,2,0,190.54,1,26724.41,15615.86,11108.55,UNSET,3,0,341.91,1,4297.95,4297.95,0.0,UNSET,1,0,363.85,1,89,0,0.92,0,0,0,1303,2328,3172,469,0.45,35.46,1,1,,1,injected,,"外设/电源配件** | 💰 低 |
| B00BFO4XSA | XPAND X105-RF-X1 可充电3D RF/蓝",1,B00IVPU786,,,,,,,,,3,,1,1,k8s,prom_container,rec-agent-554fd7c6c9-b7m8k,0
